CODGEO;REG;DEP;LIBGEO;Zone en vigueur depuis le 5 juillet 2024;Reclassement juillet 2024
57590;44;57;Rolbing;C;Non
57591;44;57;Rombas;B2;Non
57592;44;57;Romelfing;C;Non
57593;44;57;Roncourt;B2;Non
57594;44;57;Roppeviller;C;Non
57595;44;57;Rorbach-lès-Dieuze;C;Non
57596;44;57;Rosbruck;B2;Non
57597;44;57;Rosselange;B2;Non
57598;44;57;Rouhling;B2;Non
57599;44;57;Roupeldange;C;Non
57600;44;57;Roussy-le-Village;C;Non
57601;44;57;Rozérieulles;B2;Non
57602;44;57;Rurange-lès-Thionville;C;Non
57603;44;57;Russange;B2;Non
57604;44;57;Rustroff;B2;Non
57605;44;57;Sailly-Achâtel;C;Non
57606;44;57;Saint-Avold;B2;Non
57607;44;57;Sainte-Barbe;C;Non
57609;44;57;Saint-Epvre;C;Non
57610;44;57;Saint-François-Lacroix;C;Non
57611;44;57;Saint-Georges;C;Non
57612;44;57;Saint-Hubert;C;Non
57613;44;57;Saint-Jean-de-Bassel;C;Non
57614;44;57;Saint-Jean-Kourtzerode;C;Non
57615;44;57;Saint-Jean-Rohrbach;C;Non
57616;44;57;Saint-Julien-lès-Metz;B2;Non
57617;44;57;Saint-Jure;C;Non
57618;44;57;Saint-Louis;C;Non
57619;44;57;Saint-Louis-lès-Bitche;C;Non
57620;44;57;Sainte-Marie-aux-Chênes;B2;Non
57621;44;57;Saint-Médard;C;Non
57622;44;57;Saint-Privat-la-Montagne;B2;Non
57623;44;57;Saint-Quirin;C;Non
57624;44;57;Sainte-Ruffine;B2;Non
57625;44;57;Salonnes;C;Non
57626;44;57;Sanry-lès-Vigy;C;Non
57627;44;57;Sanry-sur-Nied;C;Non
57628;44;57;Sarralbe;B2;Non
57629;44;57;Sarraltroff;C;Non
